ssn,age,education,marital-status,relationship,sex,income
651-01-3512,59.0,7th-8th,Married-civ-spouse,,Male,>50K
541-27-7640,26.0,Bachelors,,Husband,Male,
788-42-1375,39.0,,Married-civ-spouse,,Male,<=50K
366-43-1203,50.0,Some-college,,,Male,<=50K
164-12-7763,24.0,,Never-married,Own-child,,<=50K
697-02-0883,24.0,HS-grad,Never-married,Not-in-family,,
804-33-0466,31.0,,Never-married,Not-in-family,,
525-06-1424,72.0,7th-8th,Divorced,,,<=50K
678-28-6240,41.0,HS-grad,Married-civ-spouse,,Male,<=50K
385-59-5822,36.0,Assoc-voc,Never-married,Own-child,Female,
235-38-0835,28.0,HS-grad,Divorced,Not-in-family,,
815-44-8402,,,Married-civ-spouse,Husband,,>50K
700-30-7124,27.0,,,,Male,>50K
764-86-4864,60.0,Some-college,,,Male,
081-63-3906,25.0,,,Unmarried,,
083-69-1646,38.0,Some-college,Married-civ-spouse,Husband,Male,
474-44-7173,54.0,Some-college,,,,
616-76-9041,43.0,,Married-civ-spouse,Husband,Male,>50K
200-92-1375,42.0,,Married-civ-spouse,Husband,Male,
969-56-3881,45.0,,Married-civ-spouse,,,
996-40-6632,72.0,,,,,<=50K
563-85-1350,25.0,Bachelors,Never-married,Own-child,Male,<=50K
513-42-1375,23.0,,Never-married,Own-child,,
907-64-7419,35.0,Some-college,Married-civ-spouse,Husband,Male,>50K
421-25-3070,39.0,Some-college,Divorced,Not-in-family,Male,
643-76-5355,26.0,HS-grad,Never-married,Not-in-family,Male,<=50K
844-71-7443,61.0,HS-grad,Widowed,Not-in-family,Female,
559-82-8009,69.0,,Divorced,Not-in-family,Female,
284-24-4471,36.0,HS-grad,Married-civ-spouse,Husband,,
255-09-8279,29.0,Bachelors,Never-married,Not-in-family,Male,
047-29-7297,22.0,,,,,<=50K
937-43-8574,50.0,Bachelors,Never-married,Not-in-family,Male,<=50K
831-63-3905,27.0,Assoc-voc,Never-married,Not-in-family,Male,
070-36-2407,34.0,,Married-civ-spouse,Husband,,
374-96-9287,32.0,HS-grad,,,,
844-68-6731,,HS-grad,Separated,,,
093-58-1080,19.0,Some-college,,Own-child,,<=50K
174-47-7886,43.0,HS-grad,Married-civ-spouse,Husband,Male,
354-91-4004,51.0,HS-grad,Divorced,Not-in-family,,
345-97-6658,,HS-grad,Divorced,Unmarried,Male,
210-04-2997,24.0,Some-college,Never-married,Not-in-family,Male,<=50K
894-56-3881,39.0,HS-grad,Married-civ-spouse,Wife,,<=50K
603-16-3390,33.0,,Married-civ-spouse,Husband,,<=50K
690-04-9139,68.0,Bachelors,Married-civ-spouse,Husband,Male,
937-13-1448,33.0,10th,,Wife,,>50K
113-63-6363,21.0,HS-grad,Never-married,Not-in-family,,
710-87-2235,70.0,HS-grad,,,Male,>50K
563-45-2087,31.0,HS-grad,,Husband,,>50K
748-15-7247,75.0,Bachelors,Married-civ-spouse,Husband,Male,
142-35-2579,25.0,HS-grad,Never-married,Not-in-family,,
170-51-5970,28.0,Some-college,Divorced,,,<=50K
700-33-7837,51.0,,Divorced,Not-in-family,,<=50K
058-81-4496,38.0,Assoc-voc,Married-civ-spouse,Husband,Male,
055-49-7542,,,Married-civ-spouse,,Male,
867-47-5429,55.0,Masters,,Husband,Male,<=50K
463-48-2800,39.0,HS-grad,Married-civ-spouse,Husband,Male,
665-97-0515,23.0,Bachelors,Never-married,Own-child,,
413-72-8500,50.0,Prof-school,Married-civ-spouse,Wife,Male,<=50K
738-14-4962,44.0,,Married-civ-spouse,Husband,Male,
029-66-8304,30.0,,Divorced,Unmarried,Female,<=50K
899-53-9311,19.0,,Never-married,,Male,
989-28-1325,23.0,,Never-married,Unmarried,,
829-48-4028,26.0,Some-college,Never-married,,Male,
688-63-6362,44.0,,,,,<=50K
390-78-6240,20.0,Some-college,,Own-child,,<=50K
543-02-8254,41.0,Bachelors,Divorced,,Male,<=50K
424-90-7861,75.0,HS-grad,Married-civ-spouse,Husband,,
346-89-8034,33.0,HS-grad,,,Male,>50K
702-61-0564,45.0,,Divorced,Not-in-family,Female,<=50K
238-51-3513,18.0,12th,Never-married,Not-in-family,Male,
578-00-9827,40.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
002-45-7002,19.0,5th-6th,Never-married,Own-child,,
938-82-0637,20.0,11th,Never-married,Own-child,,
397-14-3734,58.0,HS-grad,Divorced,Not-in-family,,<=50K
666-24-6928,55.0,Some-college,Divorced,Not-in-family,Female,
505-83-5380,45.0,Prof-school,Never-married,Unmarried,Male,
851-04-4225,61.0,Bachelors,Married-civ-spouse,Husband,,
660-90-2947,26.0,HS-grad,Never-married,Own-child,Female,<=50K
811-85-5036,24.0,Some-college,,Wife,,>50K
126-32-0638,23.0,,,Own-child,,<=50K
033-87-5921,56.0,Some-college,Married-civ-spouse,Husband,Male,>50K
049-72-3587,35.0,11th,Never-married,,Male,<=50K
449-01-7198,,10th,,Husband,Male,
524-90-7861,19.0,,Never-married,Own-child,Male,<=50K
655-19-0417,60.0,,Married-civ-spouse,Husband,,>50K
029-36-1179,37.0,Some-college,Married-civ-spouse,Husband,,>50K
510-22-7272,39.0,Some-college,Never-married,Not-in-family,,
380-58-9680,30.0,Some-college,Married-civ-spouse,,Male,
767-13-7591,27.0,HS-grad,Married-civ-spouse,Husband,Male,
156-41-8918,43.0,,,Not-in-family,,
147-20-5159,30.0,,Married-civ-spouse,Husband,Female,<=50K
752-30-3439,41.0,HS-grad,Separated,Not-in-family,Female,<=50K
175-39-9262,81.0,1st-4th,Widowed,Unmarried,Female,
125-49-1400,20.0,,Never-married,Own-child,,
845-70-0244,40.0,HS-grad,Married-civ-spouse,Wife,,
042-78-2555,,,Divorced,Unmarried,,<=50K
726-62-7763,38.0,,Married-civ-spouse,Wife,Male,<=50K
376-44-3488,18.0,HS-grad,,,,
778-86-9778,,11th,Married-civ-spouse,Husband,Male,<=50K
534-58-2309,,HS-grad,Never-married,Own-child,Male,
989-68-0588,33.0,,Married-civ-spouse,,,
355-03-6854,56.0,,Married-civ-spouse,Wife,Male,<=50K
980-46-6829,51.0,Some-college,Married-civ-spouse,Husband,,
696-74-4471,34.0,,Divorced,Not-in-family,Female,<=50K
974-50-8598,60.0,HS-grad,Married-civ-spouse,Husband,,>50K
581-20-3930,18.0,,,,,<=50K
463-17-5675,31.0,Some-college,,Husband,Female,<=50K
357-09-4594,32.0,Bachelors,Never-married,Not-in-family,Male,<=50K
536-64-0048,75.0,Some-college,Widowed,Not-in-family,,<=50K
633-96-8058,61.0,Some-college,,,,
779-54-5453,53.0,,,Husband,,
458-23-0957,22.0,5th-6th,Never-married,Unmarried,,<=50K
347-17-4446,27.0,HS-grad,,Not-in-family,Male,<=50K
197-69-6559,39.0,Some-college,Married-civ-spouse,Husband,Male,
044-87-1007,44.0,Bachelors,Divorced,Unmarried,,
042-99-7542,35.0,7th-8th,,,,<=50K
589-40-4176,46.0,Bachelors,Married-civ-spouse,Husband,Male,
862-77-6411,36.0,Assoc-voc,Divorced,Unmarried,,
645-02-4569,22.0,Assoc-voc,,,,<=50K
900-95-2087,,Masters,Married-civ-spouse,Husband,,
151-50-4913,20.0,HS-grad,,Own-child,Female,
040-07-9852,40.0,,,Unmarried,Female,<=50K
889-21-9900,19.0,,Never-married,Own-child,Female,
635-28-8697,60.0,HS-grad,Married-civ-spouse,Wife,Male,
381-97-1744,55.0,Bachelors,Married-civ-spouse,,,
272-48-1572,32.0,Some-college,Married-civ-spouse,Husband,,<=50K
125-73-7100,22.0,,Never-married,,,
871-74-4470,36.0,Bachelors,Married-civ-spouse,,,<=50K
916-95-3316,55.0,Assoc-voc,,,Male,
440-93-9802,35.0,HS-grad,,Husband,Female,<=50K
313-66-7075,23.0,Bachelors,Never-married,Own-child,Male,<=50K
512-40-7861,19.0,Some-college,Never-married,Own-child,,<=50K
100-79-8525,19.0,Some-college,Never-married,Own-child,,
958-90-6632,21.0,Some-college,Married-civ-spouse,,,
162-00-8599,24.0,,,Own-child,,
386-39-4348,18.0,,Never-married,Own-child,Female,<=50K
679-63-7591,66.0,Some-college,Divorced,,Female,
172-23-5872,49.0,Some-college,Married-civ-spouse,Husband,,
361-24-0785,44.0,,Married-civ-spouse,Husband,Female,<=50K
120-30-0982,52.0,,Married-civ-spouse,Husband,,<=50K
142-62-8992,37.0,Some-college,,Husband,,
705-83-5380,19.0,Some-college,Never-married,Own-child,Female,<=50K
863-66-7075,30.0,,Married-civ-spouse,,,
673-12-6534,,,,Husband,,>50K
552-70-2702,63.0,Bachelors,Married-civ-spouse,Husband,,>50K
905-58-9679,49.0,Bachelors,Never-married,Unmarried,Female,
643-94-9630,,HS-grad,Married-civ-spouse,,,
102-48-7714,28.0,HS-grad,Married-civ-spouse,Husband,Male,
383-72-2358,27.0,Some-college,Married-civ-spouse,,Male,>50K
620-85-3807,43.0,,,Not-in-family,,<=50K
149-57-0024,52.0,,Never-married,Not-in-family,Female,<=50K
415-81-6952,38.0,HS-grad,Never-married,Not-in-family,Female,
103-16-3390,29.0,Assoc-acdm,Never-married,,Male,
200-30-7125,53.0,HS-grad,Married-civ-spouse,Husband,,>50K
287-10-0736,30.0,,Married-civ-spouse,Husband,Male,<=50K
343-76-5355,22.0,Some-college,Never-married,Own-child,Male,
922-54-2996,39.0,Some-college,Never-married,Unmarried,,>50K
319-65-6019,39.0,,Married-civ-spouse,Wife,,
442-32-1866,22.0,Some-college,,,Male,>50K
361-39-4348,27.0,,Never-married,,Female,<=50K
788-94-3488,51.0,Masters,Married-civ-spouse,Husband,Male,
494-65-6019,44.0,Some-college,Divorced,Unmarried,,
770-36-2407,19.0,Some-college,Never-married,Other-relative,Male,<=50K
540-57-1252,27.0,,,,Female,<=50K
913-60-5650,38.0,Bachelors,Married-civ-spouse,Wife,Male,<=50K
985-65-7247,79.0,,Widowed,Unmarried,Female,<=50K
098-49-5085,43.0,HS-grad,Married-civ-spouse,Wife,,>50K
416-36-9778,34.0,Bachelors,Divorced,Not-in-family,Female,<=50K
088-60-5651,34.0,HS-grad,Married-civ-spouse,Husband,Male,
511-24-0785,22.0,,Never-married,Not-in-family,,
397-78-8697,,,Never-married,Own-child,,
102-61-0565,30.0,HS-grad,,Not-in-family,Male,
982-03-3168,37.0,HS-grad,Never-married,Not-in-family,Male,<=50K
212-07-0024,37.0,,Separated,Not-in-family,,<=50K
748-64-8647,34.0,,Married-civ-spouse,Other-relative,,
959-36-7320,35.0,7th-8th,Separated,,,<=50K
982-27-8868,54.0,HS-grad,,Husband,Male,>50K
491-58-4766,,Bachelors,Married-civ-spouse,Husband,,
595-11-6707,62.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
201-56-6338,31.0,Assoc-voc,Never-married,Own-child,Male,
698-03-4397,24.0,Assoc-acdm,Married-civ-spouse,Wife,Female,
323-77-1498,33.0,,Divorced,Unmarried,Female,<=50K
251-84-2751,51.0,,,Husband,Male,>50K
956-63-3905,34.0,,Married-civ-spouse,Husband,,>50K
320-60-8107,46.0,,Married-civ-spouse,Husband,Male,<=50K
041-00-1228,50.0,Masters,Married-civ-spouse,Husband,,<=50K
230-62-0392,23.0,Some-college,Married-civ-spouse,,,
956-35-7492,33.0,HS-grad,Married-civ-spouse,,Male,
052-39-5577,35.0,HS-grad,Never-married,Not-in-family,Male,
543-88-8205,45.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
857-61-6706,,Bachelors,Divorced,,Female,
607-37-1006,39.0,HS-grad,,,Male,>50K
990-07-9851,39.0,Bachelors,Married-civ-spouse,,,
122-57-3709,46.0,,Married-civ-spouse,Husband,Male,>50K
153-47-0515,34.0,Bachelors,,,,
081-81-8181,35.0,Assoc-voc,,Husband,Male,<=50K
201-53-5626,22.0,Some-college,,Own-child,Female,<=50K
262-96-0687,49.0,Bachelors,Widowed,Unmarried,,<=50K
072-45-0859,44.0,HS-grad,Married-civ-spouse,Husband,,>50K
405-55-8967,32.0,HS-grad,Divorced,,Female,<=50K
080-68-1818,24.0,Some-college,Never-married,,Male,
737-31-5724,30.0,7th-8th,Married-civ-spouse,Husband,,<=50K
494-34-8893,41.0,Some-college,Married-civ-spouse,Husband,,
122-60-4422,37.0,HS-grad,Married-civ-spouse,Husband,,
972-32-8008,,Masters,,,Female,<=50K
336-05-6510,36.0,Some-college,Divorced,Unmarried,,
900-55-2824,31.0,,Married-civ-spouse,Husband,,
002-08-8452,42.0,Bachelors,,Husband,,
654-23-8328,38.0,,Divorced,,,<=50K
907-58-5994,21.0,HS-grad,,Own-child,,
323-95-5773,35.0,,,,Male,<=50K
326-28-9925,26.0,Some-college,Never-married,Not-in-family,,
315-90-9090,17.0,11th,Never-married,Other-relative,Male,
745-45-4544,52.0,12th,,,Female,<=50K
404-91-4004,23.0,Bachelors,Never-married,Own-child,Male,<=50K
472-60-4422,22.0,,Separated,Unmarried,,<=50K
976-59-7050,,Prof-school,Divorced,,Female,<=50K
433-01-5970,52.0,Assoc-voc,,,Female,<=50K
330-15-9704,31.0,,,,,<=50K
951-53-5625,51.0,,Married-civ-spouse,,Male,
902-51-8426,39.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
569-96-3144,26.0,5th-6th,Never-married,Not-in-family,,<=50K
991-03-1940,44.0,HS-grad,Never-married,Not-in-family,,<=50K
180-92-7518,21.0,11th,Never-married,Own-child,,<=50K
634-55-1596,45.0,9th,Divorced,,Female,
535-99-5085,55.0,7th-8th,Married-civ-spouse,,,
601-01-3512,38.0,Bachelors,Divorced,Other-relative,,<=50K
824-01-7198,,,Never-married,Own-child,,<=50K
834-42-8746,19.0,,Never-married,Other-relative,,
068-39-6805,19.0,,Never-married,Other-relative,,<=50K
516-61-5478,31.0,,Married-civ-spouse,Husband,,>50K
855-52-8254,45.0,5th-6th,Widowed,Not-in-family,,<=50K
995-60-8107,,HS-grad,Married-spouse-absent,Not-in-family,,
079-91-4004,23.0,9th,,Not-in-family,Female,<=50K
840-84-7665,19.0,Some-college,Never-married,Own-child,Male,<=50K
308-23-0957,21.0,,Never-married,Own-child,Female,<=50K
692-87-4692,36.0,Bachelors,Married-civ-spouse,Husband,,
860-04-2996,47.0,,,,,
023-46-4373,47.0,Prof-school,Married-civ-spouse,Husband,,<=50K
035-59-5823,41.0,HS-grad,Married-civ-spouse,,,
239-77-2727,19.0,Some-college,Never-married,Own-child,Male,<=50K
136-70-1474,44.0,Some-college,,Husband,Male,
647-63-5134,17.0,10th,Never-married,,,<=50K
250-24-5699,,,Divorced,,Female,<=50K
390-17-1989,20.0,11th,Never-married,Own-child,Female,
257-80-0982,34.0,Some-college,Married-civ-spouse,Husband,Male,
155-19-0417,26.0,Some-college,Married-civ-spouse,Husband,Male,
676-99-6313,,,,Other-relative,,
876-01-3512,55.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
703-04-0539,25.0,Bachelors,Never-married,,,<=50K
871-46-8058,29.0,,Married-civ-spouse,Husband,Male,
933-72-2357,29.0,HS-grad,Married-civ-spouse,Husband,,
819-04-1768,,HS-grad,Never-married,Own-child,Female,
468-42-7517,20.0,,,Not-in-family,Female,<=50K
345-66-9532,55.0,,Married-civ-spouse,,,>50K
095-82-3095,34.0,HS-grad,Divorced,Not-in-family,Male,<=50K
460-78-0097,29.0,,,Husband,,
138-72-8501,20.0,,Never-married,Own-child,,
223-89-4348,44.0,7th-8th,Married-civ-spouse,Husband,Male,
180-06-7567,40.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
541-70-7616,48.0,Some-college,Married-spouse-absent,Not-in-family,,<=50K
560-68-7960,26.0,,Never-married,,Male,<=50K
128-53-1940,63.0,HS-grad,Married-civ-spouse,Husband,,>50K
062-43-8574,29.0,,Married-civ-spouse,Husband,,
411-05-6510,58.0,Some-college,Married-civ-spouse,,,<=50K
118-55-0368,33.0,Assoc-acdm,Divorced,Own-child,Female,<=50K
223-06-5110,54.0,Preschool,Married-civ-spouse,Husband,Male,>50K
694-77-8869,34.0,,Married-civ-spouse,,Male,
612-99-1399,51.0,Some-college,Married-civ-spouse,Wife,,<=50K
587-80-7124,73.0,Bachelors,Married-civ-spouse,Husband,,
714-74-2014,23.0,Some-college,,Husband,Male,
113-69-7788,25.0,,Married-civ-spouse,Husband,,>50K
957-80-0981,62.0,HS-grad,Married-civ-spouse,,,
911-57-8623,18.0,HS-grad,,,Female,
986-64-0048,18.0,,Never-married,Own-child,,
285-31-9410,34.0,Masters,,Husband,,
607-43-2431,,Bachelors,Divorced,Not-in-family,,
275-42-9975,22.0,,Never-married,Unmarried,Female,<=50K
329-33-0466,68.0,,,Husband,Female,<=50K
978-86-9777,25.0,Some-college,Never-married,Own-child,Male,
103-00-9827,42.0,HS-grad,,Unmarried,Female,
043-39-6805,55.0,Bachelors,Married-civ-spouse,,,<=50K
112-00-8599,24.0,Some-college,Never-married,Own-child,,<=50K
853-93-1203,45.0,HS-grad,Married-civ-spouse,Husband,,
955-52-8254,59.0,,,Unmarried,,<=50K
557-67-8132,,Some-college,Separated,Unmarried,,<=50K
295-94-5945,30.0,Masters,Married-civ-spouse,Husband,,>50K
359-82-8009,48.0,,Married-civ-spouse,Husband,Male,
153-77-7641,,HS-grad,Widowed,Not-in-family,,<=50K
769-01-1055,17.0,12th,Never-married,Own-child,,<=50K
354-29-9753,39.0,Doctorate,Divorced,,Female,
105-22-1130,17.0,11th,,,,
324-32-4324,50.0,HS-grad,Divorced,Not-in-family,Male,
985-07-3709,51.0,Some-college,Married-civ-spouse,,,<=50K
531-41-8918,77.0,HS-grad,Married-civ-spouse,,,
033-90-6633,64.0,HS-grad,,,,<=50K
262-77-6412,,Some-college,,Not-in-family,,<=50K
276-41-2776,17.0,,,Own-child,,
089-43-4889,43.0,Prof-school,,Husband,Male,>50K
442-75-1842,32.0,,,Not-in-family,,
984-67-4446,25.0,Bachelors,Married-civ-spouse,Husband,,
838-02-2112,63.0,HS-grad,Widowed,Unmarried,Male,<=50K
140-75-5528,,Some-college,Married-civ-spouse,Husband,Male,
469-62-5306,74.0,Bachelors,Married-civ-spouse,,Male,<=50K
941-00-1227,29.0,HS-grad,Married-civ-spouse,,Male,<=50K
942-65-9704,23.0,Some-college,Never-married,Own-child,,<=50K
589-15-8476,18.0,10th,Never-married,Own-child,Male,<=50K
583-87-5920,24.0,,Never-married,Not-in-family,Female,<=50K
759-21-3758,22.0,Bachelors,Never-married,Not-in-family,Male,
156-35-7493,,Doctorate,Never-married,Not-in-family,Female,<=50K
500-85-9950,88.0,,Married-civ-spouse,Husband,Male,
554-82-1866,27.0,HS-grad,Never-married,Not-in-family,Female,<=50K
709-02-9483,23.0,,Never-married,,Female,<=50K
425-95-2088,39.0,HS-grad,,Husband,Female,<=50K
766-58-4765,31.0,Some-college,Never-married,Not-in-family,Female,
701-04-4225,34.0,HS-grad,,Own-child,Male,<=50K
473-61-7935,30.0,,Married-civ-spouse,Husband,Male,
026-47-4201,18.0,11th,Never-married,Own-child,Male,
075-24-5700,53.0,HS-grad,Married-civ-spouse,Husband,,
178-07-1252,32.0,,,Husband,,>50K
452-36-4864,20.0,11th,,Not-in-family,,<=50K
493-33-5380,37.0,Assoc-voc,,Husband,Male,>50K
944-47-1743,31.0,,Never-married,Other-relative,Male,
919-74-8156,35.0,,Married-civ-spouse,Husband,,
553-83-9065,23.0,,Never-married,Unmarried,,
716-55-4053,,HS-grad,Widowed,Not-in-family,,
745-23-9556,43.0,Some-college,Married-civ-spouse,Husband,Male,
051-38-2063,,,Divorced,Not-in-family,Female,<=50K
330-71-2530,17.0,HS-grad,Never-married,Own-child,Female,<=50K
456-01-9655,,Doctorate,Married-civ-spouse,Husband,Male,
264-98-7714,60.0,HS-grad,Married-civ-spouse,Husband,,>50K
512-53-0712,45.0,Bachelors,Divorced,Unmarried,,<=50K
805-74-3242,31.0,,Never-married,Own-child,Male,
529-54-5454,17.0,HS-grad,Never-married,Own-child,Female,
627-36-4864,30.0,Bachelors,,Not-in-family,Female,<=50K
688-23-7100,72.0,Bachelors,Widowed,Unmarried,,
383-50-7370,75.0,11th,Never-married,Not-in-family,Female,<=50K
405-71-2530,27.0,,Never-married,Not-in-family,,>50K
409-55-1596,19.0,HS-grad,Never-married,,Female,<=50K
825-21-4986,22.0,Bachelors,Never-married,Own-child,,
352-48-7714,61.0,7th-8th,Never-married,Not-in-family,,
868-98-0343,47.0,Some-college,Married-civ-spouse,Husband,,<=50K
752-91-7689,45.0,Prof-school,Never-married,,Male,
573-12-6535,18.0,,,Not-in-family,Male,<=50K
946-52-9483,,Some-college,Married-civ-spouse,Husband,,
874-38-5748,,7th-8th,Never-married,Own-child,Female,
684-55-1596,36.0,,Married-civ-spouse,,,<=50K
365-38-6977,55.0,,Married-civ-spouse,Husband,Male,
489-09-7051,22.0,Bachelors,Never-married,,Male,
086-51-7198,25.0,,Never-married,,Male,
418-58-1080,,5th-6th,Divorced,Not-in-family,Male,<=50K
953-56-2652,53.0,,Married-civ-spouse,Husband,Female,<=50K
018-88-8206,27.0,HS-grad,Married-civ-spouse,Husband,,>50K
463-51-3513,31.0,10th,,Not-in-family,,
820-73-0957,18.0,,,Own-child,,<=50K
658-38-4520,24.0,Some-college,Never-married,Not-in-family,,
598-31-0810,62.0,7th-8th,Divorced,Unmarried,Female,
816-76-9040,52.0,HS-grad,,Husband,,
167-41-4004,,HS-grad,Married-civ-spouse,,,
236-91-6461,25.0,,Never-married,Not-in-family,,<=50K
200-64-4962,33.0,HS-grad,Married-civ-spouse,,Male,>50K
293-82-6781,17.0,HS-grad,Never-married,Not-in-family,Male,<=50K
309-58-2309,41.0,HS-grad,Divorced,Own-child,Male,<=50K
201-41-2776,44.0,Masters,Married-civ-spouse,Husband,Male,>50K
192-26-0442,25.0,,Married-civ-spouse,Husband,,<=50K
709-18-3045,62.0,HS-grad,,Husband,,
640-07-9851,54.0,Masters,Never-married,Own-child,Female,<=50K
847-29-7296,19.0,10th,Never-married,Not-in-family,Female,
458-56-8795,52.0,Some-college,Married-civ-spouse,Husband,,<=50K
543-08-9680,57.0,,Widowed,,,>50K
711-33-2923,31.0,Bachelors,,,,
998-61-7935,31.0,Bachelors,Married-civ-spouse,Wife,Male,<=50K
828-34-7665,42.0,Bachelors,Married-civ-spouse,Wife,Male,<=50K
254-82-1867,27.0,Assoc-acdm,,,Male,
329-97-5429,41.0,,Divorced,Own-child,Female,<=50K
688-42-1375,59.0,,Divorced,,Male,<=50K
382-80-0982,28.0,Masters,,Own-child,Female,
557-27-8869,29.0,Masters,Never-married,Not-in-family,Female,
902-36-4863,26.0,Bachelors,Never-married,,Male,>50K
632-18-6731,34.0,,Married-civ-spouse,,,
088-69-7788,33.0,Bachelors,Married-civ-spouse,,,>50K
039-52-7026,28.0,Some-college,,,Female,<=50K
690-63-2677,49.0,HS-grad,Married-civ-spouse,,Male,
606-05-0367,50.0,,Married-civ-spouse,Husband,,
710-04-2996,45.0,Masters,,Not-in-family,Male,
867-44-4716,38.0,,,,,<=50K
965-57-1252,50.0,,Married-civ-spouse,,Male,<=50K
014-43-4889,28.0,Assoc-acdm,Divorced,Unmarried,,<=50K
047-54-2997,45.0,Assoc-voc,Divorced,,Male,
131-63-3906,41.0,,Married-civ-spouse,Husband,,>50K
635-68-7960,46.0,Masters,Married-civ-spouse,Husband,Male,>50K
592-72-1129,34.0,,Married-civ-spouse,Husband,,<=50K
832-09-4593,29.0,HS-grad,Married-civ-spouse,,Male,<=50K
850-27-6411,25.0,HS-grad,Never-married,Not-in-family,Male,<=50K
189-34-2751,44.0,,Married-spouse-absent,,Male,>50K
953-65-4790,31.0,,Never-married,Own-child,Male,<=50K
105-00-6142,20.0,Some-college,Never-married,Own-child,Female,<=50K
127-70-2702,28.0,Some-college,Married-civ-spouse,Wife,,>50K
505-74-3242,40.0,Some-college,,Husband,Male,
644-53-3168,,Some-college,Married-civ-spouse,,Male,
714-25-0613,38.0,,Married-civ-spouse,Wife,Male,<=50K
352-64-1277,50.0,Some-college,Married-civ-spouse,,Male,<=50K
449-32-4323,46.0,,,Husband,Male,
065-01-8427,28.0,HS-grad,,,Male,<=50K
339-21-9901,29.0,7th-8th,Never-married,Not-in-family,Female,<=50K
123-80-2211,36.0,,,,,<=50K
870-70-0244,52.0,,Married-civ-spouse,Husband,,
389-83-4151,38.0,10th,Never-married,Not-in-family,Male,<=50K
824-78-5011,43.0,12th,Married-civ-spouse,,,
595-73-0957,31.0,Some-college,Married-civ-spouse,Husband,,
680-40-5404,22.0,Some-college,Never-married,Other-relative,Female,
416-67-6903,22.0,,Never-married,Not-in-family,,<=50K
156-72-6044,36.0,Some-college,,Husband,,>50K
462-28-5011,23.0,HS-grad,Never-married,,Female,<=50K
461-94-7173,51.0,Some-college,Married-civ-spouse,Husband,,<=50K
838-97-4200,30.0,HS-grad,Married-civ-spouse,Husband,,>50K
008-47-6658,18.0,Some-college,,Own-child,Female,
655-86-6092,24.0,Some-college,Divorced,Unmarried,,<=50K
864-95-7001,18.0,Bachelors,Never-married,Own-child,,
952-70-2701,,,Married-civ-spouse,Wife,,
197-75-7985,18.0,Some-college,Never-married,Own-child,Male,<=50K
830-83-5380,29.0,,Never-married,Not-in-family,Female,
218-76-5356,42.0,HS-grad,,Husband,,
